,headline,date,year exp,score,pros,cons,company,position,raw_reviews,Introvert_Extrovert,Intuition_Sensing,Thinking_Feeling,Judging_Perceiving,Innovative_Traditional,Personality,reviews,emotions,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,is_exclusive,is_open,exclusive_openness
1211,ISG aka Sales department. Join at your own risk.,2022-06-21,"Former Employee, more than 1 year",1,None. Unless u dont need sleep and hate to go home.,"Delayed commission. Can be more than 1 year. If u resigned, kiss goodbye to the money. Work 7 days a week. Spend months to prepare for useless presentations to wayang to big boss.",Certis, Anonymous Employee,"None. Unless u dont need sleep and hate to go home.Delayed commission. Can be more than 1 year. If u resigned, kiss goodbye to the money. Work 7 days a week. Spend months to prepare for useless presentations to wayang to big boss.",Extrovert,Sensing,Feeling,Perceiving,traditional,ESPF,none unless u dont need sleep hate go homedelayed commission 1 year u resigned kiss goodbye money work 7 days week spend months prepare useless presentations wayang big boss,"{'Positive': 4, 'Negative': 3, 'Anger': 3, 'Anticipation': 3, 'Disgust': 2, 'Fear': 2, 'Joy': 4, 'Sadness': 2, 'Surprise': 3, 'Trust': 3}",4,3,3,3,2,2,4,2,3,3,7,10,Open
1212,Supportive Workplace Environment,2022-05-15,"Former Employee, more than 1 year",4,"Friendly Colleagues, Freebies & Company parties","Little Salary Progression, tough clients.",Certis, Credit Controller,"Friendly Colleagues, Freebies & Company partiesLittle Salary Progression, tough clients.",Extrovert,Intuition,Feeling,Perceiving,innovative,ENPF,friendly colleagues freebies  company partieslittle salary progression tough clients,"{'Positive': 2, 'Negative': 1, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 2, 'Sadness': 1, 'Surprise': 0, 'Trust': 1}",2,1,0,1,0,0,2,1,0,1,0,4,Open
1213,Good Work Place,2022-05-15,Current Employee,4,Good place for career progress,Hope to have more active management,Certis, Instructional Designer,Good place for career progressHope to have more active management,Introvert,Intuition,Thinking,Judging,innovative,INJT,good place career progresshope active management,"{'Positive': 2, 'Negative': 0, 'Anger': 0, 'Anticipation': 2, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 1, 'Trust': 1}",2,0,0,2,0,0,1,0,1,1,0,4,Open
1214,No career advancement,2022-05-14,"Former Employee, more than 5 years",4,Relatively OT-free so there is work-life balance.,Hard to progress and salary is below market rate.,Certis, HR,Relatively OT-free so there is work-life balance.Hard to progress and salary is below market rate.,Extrovert,Intuition,Thinking,Judging,traditional,ENJT,relatively otfree worklife balancehard progress salary market rate,"{'Positive': 1, 'Negative': 0, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 0, 'Trust': 0}",1,0,0,1,0,0,1,0,0,0,0,2,Open
1215,For young adults,2022-05-28,"Current Employee, more than 3 years",2,Able to grow CPF oa,Not much work life balance,Certis, APO,Able to grow CPF oaNot much work life balance,Extrovert,Intuition,Feeling,Judging,innovative,ENJF,able grow cpf oanot much work life balance,"{'Positive': 1, 'Negative': 0, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 0, 'Trust': 1}",1,0,0,1,0,0,1,0,0,1,0,3,Open
1216,Covid,2022-05-08,Former Employee,5,Very friendly and easy going individals,Very short termination notice and do not look at contribution,Certis, SHN Fellow,Very friendly and easy going individalsVery short termination notice and do not look at contribution,Introvert,Sensing,Feeling,Judging,traditional,ISJF,friendly easy going individalsvery short termination notice look contribution,"{'Positive': 1, 'Negative': 0, 'Anger': 0, 'Anticipation': 0, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 0, 'Trust': 1}",1,0,0,0,0,0,1,0,0,1,0,2,Open
1217,Long Hours,2022-05-24,"Former Employee, more than 3 years",2,"Above average pay, corporate discounts for some local attractions","Need to hit more than 250 hours
Politics in the deployment
Annual leave very little",Certis, Auxiliary Police Officer,"Above average pay, corporate discounts for some local attractionsNeed to hit more than 250 hours
Politics in the deployment
Annual leave very little",Introvert,Sensing,Feeling,Perceiving,traditional,ISPF,average pay corporate discounts local attractionsneed hit 250 hours politics deployment annual leave little,"{'Positive': 1, 'Negative': 1, 'Anger': 1, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 0, 'Trust': 1}",1,1,1,1,0,0,1,0,0,1,1,3,Open
1218,Working experience,2022-05-22,"Current Employee, more than 3 years",3,"Decent payout for beginners, preplan leaves, various perks","No income growth, pay deduction for various reasons",Certis, Avso,"Decent payout for beginners, preplan leaves, various perksNo income growth, pay deduction for various reasons",Introvert,Sensing,Thinking,Judging,innovative,ISJT,decent payout beginners preplan leaves various perksno income growth pay deduction various reasons,"{'Positive': 4, 'Negative': 1, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 0, 'Trust': 1}",4,1,0,1,0,0,1,0,0,1,0,3,Open
1219,good environment,2022-05-05,Former Employee,5,good environment to work in,nothing all was good here,Certis, Anonymous Employee,good environment to work innothing all was good here,Extrovert,Sensing,Thinking,Judging,traditional,ESJT,good environment work innothing good,"{'Positive': 3, 'Negative': 0, 'Anger': 0, 'Anticipation': 2, 'Disgust': 0, 'Fear': 0, 'Joy': 2, 'Sadness': 0, 'Surprise': 2, 'Trust': 2}",3,0,0,2,0,0,2,0,2,2,0,6,Open
1220,Slave culture with dodgy commission,2022-06-08,"Former Employee, more than 8 years",1,"Someway ok brand name but people will mistake you as Cisco systems
Decent commission once it comes
Good if you want to laze and get decent salary cos no pressure to win deals as mostly run rate","Blame culture - never your fault always push the blame to someone via black and white
Untrustworthy commission scheme - change as and when management likes
Delay in commission - position as sales role but pay commission once a year or longer
Low base salary - below market average
Not diverse - bosses speak in dialect or mainly (majority language) during meetings
Work late - basically the longer and more inefficient you are, the harder you are working to management.",Certis, Account Manager (ISG),"Someway ok brand name but people will mistake you as Cisco systems
Decent commission once it comes
Good if you want to laze and get decent salary cos no pressure to win deals as mostly run rateBlame culture - never your fault always push the blame to someone via black and white
Untrustworthy commission scheme - change as and when management likes
Delay in commission - position as sales role but pay commission once a year or longer
Low base salary - below market average
Not diverse - bosses speak in dialect or mainly (majority language) during meetings
Work late - basically the longer and more inefficient you are, the harder you are working to management.",Extrovert,Intuition,Thinking,Perceiving,innovative,ENPT,someway ok brand name people mistake cisco systems decent commission comes good want laze get decent salary cos pressure win deals mostly run rateblame culture  never fault always push blame someone via black white untrustworthy commission scheme  change management likes delay commission  position sales role pay commission year longer low base salary  market average diverse  bosses speak dialect mainly majority language meetings work late  basically longer inefficient are harder working management,"{'Positive': 8, 'Negative': 6, 'Anger': 2, 'Anticipation': 4, 'Disgust': 2, 'Fear': 1, 'Joy': 4, 'Sadness': 4, 'Surprise': 2, 'Trust': 6}",8,6,2,4,2,1,4,4,2,6,5,14,Open
1221,Short review,2022-05-20,Former Employee,2,Airport environment is fun to work at,Management lacks understanding on the ground,Certis, Avaiation Security Officer,Airport environment is fun to work atManagement lacks understanding on the ground,Extrovert,Sensing,Thinking,Judging,innovative,ESJT,airport environment fun work atmanagement lacks understanding ground,"{'Positive': 2, 'Negative': 1, 'Anger': 0, 'Anticipation': 2, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 0, 'Trust': 1}",2,1,0,2,0,0,1,0,0,1,0,4,Open
1222,Good staff welfare,2022-05-03,"Current Employee, more than 3 years",4,Excellent work environment with kind bosses,Salary is less competitive and too many processes,Certis, Talent Acquisition Partner,Excellent work environment with kind bossesSalary is less competitive and too many processes,Extrovert,Sensing,Thinking,Judging,traditional,ESJT,excellent work environment kind bossessalary less competitive many processes,"{'Positive': 3, 'Negative': 0, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 2, 'Sadness': 0, 'Surprise': 1, 'Trust': 2}",3,0,0,1,0,0,2,0,1,2,0,5,Open
1223,-,2022-05-04,Current Employee,4,quite a good company to work at,basic pay is low but OT high,Certis, Operations Manager,quite a good company to work atbasic pay is low but OT high,Extrovert,Sensing,Thinking,Judging,innovative,ESJT,quite good company work atbasic pay low ot high,"{'Positive': 2, 'Negative': 1, 'Anger': 0, 'Anticipation': 2, 'Disgust': 0, 'Fear': 0, 'Joy': 2, 'Sadness': 0, 'Surprise': 1, 'Trust': 2}",2,1,0,2,0,0,2,0,1,2,0,6,Open
1224,Pros and cons,2022-05-14,Current Employee,3,"Collegues, salary, everyday new challenges, incentives",Last minute change to shift. Poor man management.,Certis, Anonymous Employee,"Collegues, salary, everyday new challenges, incentivesLast minute change to shift. Poor man management.",Extrovert,Intuition,Thinking,Judging,innovative,ENJT,collegues salary everyday new challenges incentiveslast minute change shift poor man management,"{'Positive': 0, 'Negative': 0, 'Anger': 0, 'Anticipation': 0, 'Disgust': 0, 'Fear': 0, 'Joy': 0, 'Sadness': 0, 'Surprise': 0, 'Trust': 0}",0,0,0,0,0,0,0,0,0,0,0,0,Open
1225,Very good,2022-04-27,"Former Employee, less than 1 year",5,Good benefit and welfare for employee,Singapore weather very hot. outdoor work is tiring,Certis, Protection Officer,Good benefit and welfare for employeeSingapore weather very hot. outdoor work is tiring,Extrovert,Intuition,Thinking,Judging,traditional,ENJT,good benefit welfare employeesingapore weather hot outdoor work tiring,"{'Positive': 2, 'Negative': 0, 'Anger': 1, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 1, 'Trust': 1}",2,0,1,1,0,0,1,0,1,1,1,3,Open
1226,hours,2022-04-28,"Former Employee, more than 1 year",4,Joining bonus and stable job,Too long hours (300+ hours),Certis, APO,Joining bonus and stable jobToo long hours (300+ hours),Introvert,Intuition,Thinking,Perceiving,traditional,INPT,joining bonus stable jobtoo long hours 300 hours,"{'Positive': 2, 'Negative': 0, 'Anger': 0, 'Anticipation': 2, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 1, 'Trust': 0}",2,0,0,2,0,0,1,0,1,0,0,3,Open
1227,.,2022-04-25,"Former Employee, more than 1 year",5,"Various deployment, Allowance, Explore, Educational","Long hours, Shift work, uniform, location",Certis, Auxiliary Police,"Various deployment, Allowance, Explore, EducationalLong hours, Shift work, uniform, location",Extrovert,Intuition,Feeling,Perceiving,innovative,ENPF,various deployment allowance explore educationallong hours shift work uniform location,"{'Positive': 0, 'Negative': 0, 'Anger': 0, 'Anticipation': 0, 'Disgust': 0, 'Fear': 0, 'Joy': 0, 'Sadness': 0, 'Surprise': 0, 'Trust': 0}",0,0,0,0,0,0,0,0,0,0,0,0,Open
1228,Product developer,2022-05-30,"Current Employee, more than 5 years",1,There's wfh at times in view of covid.,Low pay vs other companies.,Certis, Product Manager,There's wfh at times in view of covid.Low pay vs other companies.,Extrovert,Sensing,Feeling,Judging,innovative,ESJF,theres wfh times view covidlow pay vs companies,"{'Positive': 1, 'Negative': 0, 'Anger': 0, 'Anticipation': 2, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 0, 'Trust': 1}",1,0,0,2,0,0,1,0,0,1,0,4,Open
1229,Working culture,2022-05-07,"Former Employee, more than 5 years",3,Close knitted working relationships for some depts.,Management tend to ignore the challenges faced by employees despite several rounds of feedback.,Certis, Assistant Manager,Close knitted working relationships for some depts.Management tend to ignore the challenges faced by employees despite several rounds of feedback.,Extrovert,Intuition,Thinking,Judging,innovative,ENJT,close knitted working relationships deptsmanagement tend ignore challenges faced employees despite several rounds feedback,"{'Positive': 0, 'Negative': 1, 'Anger': 0, 'Anticipation': 0, 'Disgust': 0, 'Fear': 0, 'Joy': 0, 'Sadness': 0, 'Surprise': 0, 'Trust': 0}",0,1,0,0,0,0,0,0,0,0,0,0,Open
1230,call centre,2022-05-04,"Former Employee, less than 1 year",3,pantry stocked with many of food and drinks,"long hours, short breaks, stressful environment",Certis, Anonymous Employee,"pantry stocked with many of food and drinkslong hours, short breaks, stressful environment",Introvert,Sensing,Thinking,Judging,traditional,ISJT,pantry stocked many food drinkslong hours short breaks stressful environment,"{'Positive': 2, 'Negative': 1, 'Anger': 0, 'Anticipation': 0, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 1, 'Trust': 1}",2,1,0,0,0,0,1,0,1,1,0,2,Open
1231,Nil,2022-04-17,"Current Employee, more than 5 years",5,"So far good, nice environment","So far okay, and there is no coment",Certis, Security Supervisor,"So far good, nice environmentSo far okay, and there is no coment",Extrovert,Intuition,Feeling,Judging,traditional,ENJF,far good nice environmentso far okay coment,"{'Positive': 1, 'Negative': 0, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 1, 'Trust': 1}",1,0,0,1,0,0,1,0,1,1,0,3,Open
1232,headline,2022-04-18,Former Employee,4,fun people to have around,long hours at doing work,Certis, Administrative Assistant,fun people to have aroundlong hours at doing work,Extrovert,Sensing,Thinking,Perceiving,traditional,ESPT,fun people aroundlong hours work,"{'Positive': 1, 'Negative': 0, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 0, 'Trust': 0}",1,0,0,1,0,0,1,0,0,0,0,2,Open
1233,Generally terrible.,2022-05-22,Current Employee,1,Good if you're intending to retire on a simple job.,"Basically a russian roulette of responsibility. Management is slow and generally incapable. It gets even worst when it comes to salary. Illegal working hours and you have no say in how much work you have to take. HR basically lies and gives empty promises. It's a ""take it or leave it"" kind of job. Please take the complains from preview reviews seriously.",Certis, Anonymous Employee,"Good if you're intending to retire on a simple job.Basically a russian roulette of responsibility. Management is slow and generally incapable. It gets even worst when it comes to salary. Illegal working hours and you have no say in how much work you have to take. HR basically lies and gives empty promises. It's a ""take it or leave it"" kind of job. Please take the complains from preview reviews seriously.",Extrovert,Intuition,Thinking,Perceiving,traditional,ENPT,good intending retire simple jobbasically russian roulette responsibility management slow generally incapable gets even worst comes salary illegal working hours say much work take hr basically lies gives empty promises take leave it kind job please take complains preview reviews seriously,"{'Positive': 4, 'Negative': 2, 'Anger': 2, 'Anticipation': 1, 'Disgust': 1, 'Fear': 0, 'Joy': 2, 'Sadness': 2, 'Surprise': 1, 'Trust': 4}",4,2,2,1,1,0,2,2,1,4,3,7,Open
1234,Credit management,2022-04-30,"Current Employee, more than 1 year",2,It’s a relatively easy job,"Terrible management with bias within the bosses.
No career progression.",Certis, Credit Management Officer,"It’s a relatively easy jobTerrible management with bias within the bosses.
No career progression.",Extrovert,Sensing,Thinking,Judging,traditional,ESJT,its relatively easy jobterrible management bias within bosses career progression,"{'Positive': 2, 'Negative': 1, 'Anger': 1, 'Anticipation': 2, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 0, 'Trust': 0}",2,1,1,2,0,0,1,0,0,0,1,3,Open
1235,Tiring,2022-04-29,"Former Employee, more than 1 year",3,Good colleagues to help you out,Not so ideal work life balance,Certis, Operations Manager,Good colleagues to help you outNot so ideal work life balance,Extrovert,Sensing,Feeling,Judging,traditional,ESJF,good colleagues help outnot ideal work life balance,"{'Positive': 1, 'Negative': 0, 'Anger': 0, 'Anticipation': 1, 'Disgust': 0, 'Fear': 0, 'Joy': 1, 'Sadness': 0, 'Surprise': 1, 'Trust': 1}",1,0,0,1,0,0,1,0,1,1,0,3,Open
